response_id,date_time,optional_text
2011,2014-09-20 15:28:29,61
2035,2014-09-20 16:16:36,62
2057,2014-09-20 17:19:37,83
2081,2014-09-20 18:44:01,60
2103,2014-09-20 19:30:22,58
2123,2014-09-20 20:35:16,50
2143,2014-09-21 15:19:10,100
2164,2014-09-21 16:38:06,100
2185,2014-09-21 17:34:23,80
2205,2014-09-21 18:38:14,125
2227,2014-09-21 20:32:21,141
2247,2014-09-21 20:32:36,141
2269,2014-09-21 21:37:44,158
2290,2014-09-21 22:38:24,151
2312,2014-09-21 23:48:15,81
2333,2014-09-22 00:51:18,92
2364,2014-09-22 09:32:05,85
2383,2014-09-22 10:32:02,132
2399,2014-09-22 11:55:46,158
2415,2014-09-22 12:30:04,160
2435,2014-09-22 14:24:42,83
2451,2014-09-22 15:27:49,130
2468,2014-09-22 16:42:31,75
2490,2014-09-22 17:46:35,60
2512,2014-09-22 18:49:09,85
2529,2014-09-22 21:43:04,170
2550,2014-09-22 22:21:30,90
2570,2014-09-22 23:21:41,90
2590,2014-09-23 00:13:21,60
2612,2014-09-23 01:30:44,69
2640,2014-09-23 08:52:47,32
2654,2014-09-23 09:58:05,74
2672,2014-09-23 11:33:58,130
2692,2014-09-23 12:34:20,99
2719,2014-09-23 14:15:56,80
2743,2014-09-23 15:28:10,160
2762,2014-09-23 16:16:50,113
2779,2014-09-23 18:42:12,80
2801,2014-09-23 20:08:44,148
2825,2014-09-23 21:17:21,123
2844,2014-09-23 23:16:47,146
2865,2014-09-24 00:02:30,155
2909,2014-09-24 08:58:35,44
2927,2014-09-24 10:01:18,100
2944,2014-09-24 11:06:54,53
2948,2014-09-24 11:12:53,141
2968,2014-09-24 12:17:59,123
2992,2014-09-24 13:07:44,117
3015,2014-09-24 14:11:18,94
3039,2014-09-24 15:05:00,132
3063,2014-09-24 16:25:01,71
3082,2014-09-24 18:23:21,97
3101,2014-09-24 19:21:20,70
3121,2014-09-24 21:31:12,170
3143,2014-09-24 22:49:24,190
3163,2014-09-24 23:41:44,130
3209,2014-09-25 09:05:50,54
3225,2014-09-25 10:36:10,110
3255,2014-09-25 11:50:47,83
3274,2014-09-25 14:23:55,110
3304,2014-09-25 16:14:55,120
3325,2014-09-25 17:10:03,90
3347,2014-09-25 18:22:07,60
3368,2014-09-25 19:53:25,59
3388,2014-09-25 21:32:01,88
3409,2014-09-25 23:39:34,62
3455,2014-09-26 08:44:02,31
3471,2014-09-26 09:47:03,107
3491,2014-09-26 10:45:57,91
3509,2014-09-26 11:44:17,111
3527,2014-09-26 12:45:45,65
3550,2014-09-26 13:50:31,50
3572,2014-09-26 15:24:28,52
3592,2014-09-26 16:25:16,36
3611,2014-09-26 16:25:17,36
3631,2014-09-26 17:26:59,54
3649,2014-09-26 18:10:17,44
3671,2014-09-26 19:23:44,34
3692,2014-09-26 20:19:51,43
3724,2014-09-27 08:34:10,2
3736,2014-09-27 10:27:34,16
3752,2014-09-27 11:18:18,28
3771,2014-09-27 12:22:53,55
3792,2014-09-27 13:32:53,51
3814,2014-09-27 14:27:51,59
3837,2014-09-27 16:16:16,84
3862,2014-09-27 17:17:19,76
3884,2014-09-27 19:16:08,54
3903,2014-09-27 20:23:22,62
3936,2014-09-28 13:30:33,107
3959,2014-09-28 14:35:56,132
3981,2014-09-28 16:57:02,153
4004,2014-09-28 18:21:22,149
4022,2014-09-28 20:19:25,120
4041,2014-09-28 21:40:41,134
4058,2014-09-28 23:09:11,131
4078,2014-09-29 00:58:41,50
4126,2014-09-29 08:59:15,26
4144,2014-09-29 10:02:02,122
4176,2014-09-29 13:31:03,120
4197,2014-09-29 15:37:39,151
4215,2014-09-29 17:24:29,126
4236,2014-09-29 18:20:06,147
4258,2014-09-29 19:19:06,134
4280,2014-09-29 20:24:51,176
4303,2014-09-29 22:16:16,100
4327,2014-09-29 23:18:58,100
4351,2014-09-30 00:17:28,85
4404,2014-09-30 09:18:25,50
4422,2014-09-30 10:34:32,136
4441,2014-09-30 12:25:12,93
4472,2014-09-30 14:14:40,95
4492,2014-09-30 15:17:24,110
4515,2014-09-30 16:54:35,130
4534,2014-09-30 18:56:10,100
4553,2014-09-30 20:27:17,180
4575,2014-09-30 22:19:02,180
4596,2014-09-30 23:25:28,134
4644,2014-10-01 09:27:11,56
4663,2014-10-01 10:45:02,166
4683,2014-10-01 11:50:16,136
4706,2014-10-01 13:19:49,140
4732,2014-10-01 14:19:37,154
4758,2014-10-01 15:16:17,145
4781,2014-10-01 17:19:51,131
4802,2014-10-01 18:26:20,72
4823,2014-10-01 20:27:52,140
4845,2014-10-01 21:23:56,180
4868,2014-10-01 22:29:11,195
4891,2014-10-01 23:24:32,157
4945,2014-10-02 09:07:17,50
4966,2014-10-02 10:05:49,65
4989,2014-10-02 11:00:16,60
5014,2014-10-02 11:00:29,60
5040,2014-10-02 13:05:25,155
5066,2014-10-02 14:17:31,95
5090,2014-10-02 16:09:28,95
5114,2014-10-02 17:17:25,120
5157,2014-10-02 18:21:42,90
5178,2014-10-02 19:17:12,94
5199,2014-10-02 20:59:48,75
5219,2014-10-02 22:55:34,85
5235,2014-10-03 00:12:02,101
5256,2014-10-03 01:32:54,60
5297,2014-10-03 08:05:55,16
5334,2014-10-03 09:04:17,59
5351,2014-10-03 10:08:21,180
5370,2014-10-03 11:05:08,142
5397,2014-10-03 11:47:10,70
5419,2014-10-03 13:16:44,65
5441,2014-10-03 14:20:05,60
5463,2014-10-03 15:20:23,68
5486,2014-10-03 16:21:10,44
5507,2014-10-03 17:23:55,54
5530,2014-10-03 18:14:21,21
5549,2014-10-03 19:44:23,28
5568,2014-10-03 20:13:32,32
5584,2014-10-03 21:11:45,25
5623,2014-10-04 09:10:58,3
5638,2014-10-04 10:25:38,6
5652,2014-10-04 11:28:13,13
5667,2014-10-04 12:34:36,25
5684,2014-10-04 13:26:49,35
5705,2014-10-04 14:21:26,42
5727,2014-10-04 15:21:56,56
5744,2014-10-04 16:25:12,47
5766,2014-10-04 17:37:11,45
5787,2014-10-04 19:26:09,64
5806,2014-10-04 20:13:58,46
5827,2014-10-04 21:14:00,56
5869,2014-10-05 12:07:09,10
5902,2014-10-05 13:07:12,51
5923,2014-10-05 14:08:16,97
5942,2014-10-05 15:05:28,131
5964,2014-10-05 16:31:08,135
5986,2014-10-05 17:30:07,133
6006,2014-10-05 18:27:34,128
6026,2014-10-05 19:23:07,109
6046,2014-10-05 20:25:38,121
6063,2014-10-05 21:57:40,165
6085,2014-10-05 22:56:45,120
6107,2014-10-06 00:34:51,50
6147,2014-10-06 08:53:21,60
6166,2014-10-06 09:58:02,143
6189,2014-10-06 11:02:50,174
6209,2014-10-06 12:38:56,127
6218,2014-10-06 12:40:34,
6231,2014-10-06 14:54:49,120
6251,2014-10-06 16:23:28,146
6269,2014-10-06 17:23:51,124
6290,2014-10-06 20:17:52,102
6310,2014-10-06 21:22:29,134
6332,2014-10-06 22:31:32,125
6357,2014-10-06 23:32:33,115
6382,2014-10-07 00:21:52,85
6404,2014-10-07 01:37:18,60
6464,2014-10-07 08:52:47,26
6478,2014-10-07 09:59:08,53
6501,2014-10-07 11:13:19,160
6519,2014-10-07 13:09:53,125
6541,2014-10-07 14:24:51,124
6563,2014-10-07 15:09:01,115
6584,2014-10-07 16:19:17,144
6603,2014-10-07 18:08:56,117
6627,2014-10-07 19:50:38,120
6646,2014-10-07 21:18:00,260
6668,2014-10-07 22:29:32,265
6691,2014-10-07 23:24:06,215
6714,2014-10-08 00:20:39,150
6736,2014-10-08 01:33:07,78
6790,2014-10-08 08:44:51,50
6807,2014-10-08 09:36:53,146
6825,2014-10-08 10:22:38,127
6847,2014-10-08 11:22:42,186
6868,2014-10-08 12:39:11,168
6892,2014-10-08 13:35:35,160
6915,2014-10-08 14:31:11,122
6939,2014-10-08 15:38:31,145
6963,2014-10-08 18:22:17,112
6987,2014-10-08 19:24:48,116
7010,2014-10-08 20:28:22,160
7030,2014-10-08 21:43:00,177
7052,2014-10-08 22:33:22,137
7074,2014-10-08 23:32:08,179
7096,2014-10-09 01:31:51,40
7151,2014-10-09 08:39:19,42
7170,2014-10-09 10:18:45,84
7193,2014-10-09 15:03:57,115
7213,2014-10-09 16:16:43,97
7233,2014-10-09 17:13:42,134
7257,2014-10-09 19:14:54,60
7277,2014-10-09 20:13:11,30
7298,2014-10-09 21:17:21,39
7319,2014-10-09 22:16:53,35
7340,2014-10-09 23:21:32,25
7355,2014-10-10 00:29:00,10
7369,2014-10-10 01:33:45,5
7401,2014-10-10 09:17:23,5
7414,2014-10-10 14:21:29,29
7431,2014-10-10 15:32:22,40
7452,2014-10-10 16:19:33,28
7467,2014-10-10 17:22:07,19
7483,2014-10-10 18:22:37,19
7499,2014-10-10 19:19:02,21
7516,2014-10-10 20:26:15,9
7528,2014-10-10 21:23:21,6
7542,2014-10-11 09:12:46,2
7556,2014-10-11 11:23:52,7
7571,2014-10-11 12:32:04,15
7587,2014-10-11 13:40:16,25
7605,2014-10-11 14:34:50,25
7623,2014-10-11 15:35:44,34
7640,2014-10-11 18:19:55,63
7656,2014-10-11 19:19:06,38
7671,2014-10-11 20:14:49,24
7687,2014-10-11 21:15:54,26
7725,2014-10-12 12:30:29,12
7742,2014-10-12 13:18:14,28
7758,2014-10-12 14:17:48,58
7776,2014-10-12 15:13:16,79
7794,2014-10-12 16:09:08,89
7813,2014-10-12 17:09:18,100
7835,2014-10-12 18:07:46,102
7855,2014-10-12 19:11:55,110
7877,2014-10-12 20:22:11,108
7900,2014-10-12 22:06:16,104
7919,2014-10-12 23:30:11,84
7940,2014-10-13 01:21:42,12
7957,2014-10-13 07:47:34,5
7993,2014-10-13 08:31:49,27
8008,2014-10-13 09:25:40,59
8026,2014-10-13 10:33:49,98
8044,2014-10-13 11:41:27,82
8062,2014-10-13 12:29:24,112
8080,2014-10-13 13:25:58,108
8100,2014-10-13 16:19:47,131
8122,2014-10-13 17:22:18,134
8144,2014-10-13 19:12:36,126
8168,2014-10-13 20:27:49,130
8193,2014-10-13 21:17:55,138
8218,2014-10-13 21:41:29,145
8239,2014-10-13 22:43:35,155
8260,2014-10-14 00:27:31,95
8280,2014-10-14 01:29:10,45
8337,2014-10-14 09:06:51,54
8356,2014-10-14 10:31:05,93
8373,2014-10-14 11:37:38,97
8391,2014-10-14 12:29:22,88
8408,2014-10-14 13:20:04,112
8430,2014-10-14 15:02:02,115
8453,2014-10-14 16:00:50,100
8474,2014-10-14 17:01:33,85
8496,2014-10-14 18:48:52,100
8516,2014-10-14 20:11:21,155
8538,2014-10-14 21:00:15,130
8559,2014-10-14 22:16:42,169
8581,2014-10-14 23:33:46,135
8600,2014-10-15 00:51:44,74
8655,2014-10-15 08:40:28,47
8673,2014-10-15 09:17:16,59
8691,2014-10-15 11:06:38,168
8712,2014-10-15 12:18:16,110
8735,2014-10-15 13:45:40,135
8759,2014-10-15 14:48:33,142
8783,2014-10-15 15:29:03,128
8815,2014-10-15 17:20:08,128
8839,2014-10-15 18:23:35,136
8863,2014-10-15 19:27:30,118
8885,2014-10-15 20:20:42,146
8907,2014-10-15 21:20:41,164
8930,2014-10-15 22:14:28,201
8951,2014-10-15 23:16:29,183
8973,2014-10-16 00:07:36,160
8995,2014-10-16 01:26:17,47
9051,2014-10-16 09:18:34,82
9074,2014-10-16 10:20:52,176
9096,2014-10-16 11:29:00,142
9120,2014-10-16 12:36:20,132
9137,2014-10-16 13:37:15,95
9157,2014-10-16 14:23:01,109
9175,2014-10-16 15:10:09,167
9193,2014-10-16 16:14:28,178
9214,2014-10-16 17:11:04,153
9234,2014-10-16 18:16:25,149
9257,2014-10-16 19:07:50,117
9278,2014-10-16 20:13:18,135
9300,2014-10-16 21:20:47,122
9319,2014-10-16 22:10:20,143
9341,2014-10-16 23:18:19,94
9364,2014-10-17 00:19:36,82
9388,2014-10-17 01:15:00,33
9447,2014-10-17 08:42:02,70
9467,2014-10-17 10:10:20,183
9490,2014-10-17 11:17:07,102
9507,2014-10-17 12:58:23,80
9525,2014-10-17 13:59:18,89
9542,2014-10-17 15:07:31,70
9560,2014-10-17 17:25:13,43
9578,2014-10-17 18:28:47,40
9597,2014-10-17 19:16:18,36
9615,2014-10-17 20:16:57,26
9630,2014-10-17 21:19:11,8
9644,2014-10-18 10:33:56,10
9659,2014-10-18 12:32:57,25
9677,2014-10-18 13:31:42,31
9693,2014-10-18 14:30:27,27
9711,2014-10-18 15:37:43,54
9729,2014-10-18 16:35:10,76
9745,2014-10-18 17:39:54,88
9763,2014-10-18 18:34:03,76
9785,2014-10-18 18:46:06,43
9806,2014-10-18 19:38:03,102
9827,2014-10-18 20:44:21,51
9889,2014-10-19 13:17:59,88
9912,2014-10-19 14:22:40,109
9946,2014-10-19 15:33:55,173
9970,2014-10-19 16:53:02,167
9993,2014-10-19 17:48:34,161
10016,2014-10-19 18:48:02,125
10038,2014-10-19 19:49:23,126
10060,2014-10-19 20:46:48,152
10082,2014-10-19 21:58:19,165
10103,2014-10-19 23:03:33,150
10121,2014-10-20 00:05:11,101
10161,2014-10-20 07:40:15,3
10174,2014-10-20 09:27:26,67
10192,2014-10-20 10:09:41,112
10208,2014-10-20 11:07:48,138
10226,2014-10-20 12:04:35,124
10245,2014-10-20 13:07:24,128
10264,2014-10-20 14:06:47,117
10283,2014-10-20 15:06:02,159
10306,2014-10-20 16:15:57,126
10323,2014-10-20 19:19:59,146
10347,2014-10-20 20:21:00,138
10371,2014-10-20 22:01:35,140
10393,2014-10-20 23:04:02,100
10415,2014-10-21 00:13:26,70
10459,2014-10-21 08:36:56,32
10474,2014-10-21 09:20:44,54
10490,2014-10-21 12:37:57,110
10512,2014-10-21 15:34:12,85
10536,2014-10-21 16:34:17,100
10557,2014-10-21 17:40:07,65
10579,2014-10-21 18:43:51,85
10599,2014-10-21 19:02:53,80
10621,2014-10-21 20:09:42,85
10644,2014-10-21 22:26:39,171
10665,2014-10-22 00:47:33,109
10700,2014-10-22 08:05:34,20
10711,2014-10-22 09:11:20,49
10727,2014-10-22 10:33:52,149
10747,2014-10-22 11:18:02,117
10764,2014-10-22 12:20:01,149
10783,2014-10-22 13:19:47,130
10805,2014-10-22 14:16:51,150
10827,2014-10-22 15:44:22,98
10850,2014-10-22 18:40:49,96
10872,2014-10-22 19:39:05,101
10893,2014-10-22 20:33:34,114
10916,2014-10-22 21:34:43,116
10939,2014-10-22 22:34:14,122
10962,2014-10-22 23:31:34,89
10983,2014-10-23 00:34:47,60
11035,2014-10-23 09:45:33,88
11055,2014-10-23 12:32:30,120
11074,2014-10-23 13:17:51,146
11095,2014-10-23 14:35:03,159
11109,2014-10-23 14:36:09,159
11129,2014-10-23 15:42:50,120
11147,2014-10-23 16:34:52,143
11169,2014-10-23 17:29:37,158
11173,2014-10-23 17:31:50,157
11195,2014-10-23 18:20:51,136
11217,2014-10-23 19:36:46,107
11238,2014-10-23 20:19:03,89
11260,2014-10-23 21:12:15,116
11279,2014-10-23 22:16:51,108
11301,2014-10-23 23:19:20,91
11322,2014-10-24 00:20:25,48
11342,2014-10-24 01:20:25,27
11383,2014-10-24 08:33:00,41
11397,2014-10-24 09:39:22,74
11414,2014-10-24 10:35:26,89
11431,2014-10-24 11:16:34,135
11450,2014-10-24 12:32:37,94
11469,2014-10-24 14:39:43,60
11489,2014-10-24 15:52:21,30
11505,2014-10-24 17:03:38,31
11523,2014-10-24 18:24:39,24
11538,2014-10-24 19:28:34,24
11554,2014-10-24 20:26:05,34
11572,2014-10-24 21:13:27,41
11610,2014-10-25 10:22:44,54
11629,2014-10-25 11:15:31,58
11648,2014-10-25 12:14:57,90
11668,2014-10-25 13:18:29,52
11687,2014-10-25 14:16:39,58
11707,2014-10-25 15:12:57,73
11728,2014-10-25 16:31:14,87
11750,2014-10-25 17:48:51,67
11771,2014-10-25 18:52:15,61
11792,2014-10-25 20:04:58,40
11813,2014-10-25 20:55:17,48
11857,2014-10-26 13:30:45,77
11876,2014-10-26 14:43:06,117
11892,2014-10-26 16:10:45,148
11915,2014-10-26 17:05:33,141
11937,2014-10-26 18:18:48,136
11959,2014-10-26 19:18:03,119
11981,2014-10-26 20:17:54,121
12003,2014-10-26 22:17:13,201
12026,2014-10-26 23:33:38,142
12047,2014-10-27 00:47:54,71
12088,2014-10-27 07:46:24,7
12102,2014-10-27 08:41:37,58
12118,2014-10-27 09:26:01,92
12134,2014-10-27 10:18:24,118
12151,2014-10-27 11:14:38,132
12169,2014-10-27 12:30:08,122
12187,2014-10-27 13:41:58,152
12205,2014-10-27 15:05:23,149
12224,2014-10-27 16:11:34,134
12241,2014-10-27 22:15:11,100
12262,2014-10-27 23:11:07,80
12285,2014-10-28 00:15:18,60
12329,2014-10-28 07:38:31,8
12341,2014-10-28 07:39:19,8
12355,2014-10-28 08:59:43,41
12371,2014-10-28 09:55:00,123
12386,2014-10-28 09:55:00,123
12402,2014-10-28 10:22:56,91
12421,2014-10-28 11:22:16,137
12439,2014-10-28 12:26:15,115
12455,2014-10-28 13:22:26,
12473,2014-10-28 15:09:11,75
12495,2014-10-28 16:18:19,70
12517,2014-10-28 17:28:34,75
12539,2014-10-28 18:21:34,70
12562,2014-10-28 19:24:03,107
12584,2014-10-28 20:30:30,154
12607,2014-10-28 21:31:16,183
12629,2014-10-28 22:53:50,149
12640,2014-10-28 22:55:07,150
12662,2014-10-29 00:31:50,91
12685,2014-10-29 01:27:24,46
12737,2014-10-29 10:15:12,148
12758,2014-10-29 11:34:16,156
12777,2014-10-29 12:27:35,130
12801,2014-10-29 13:42:41,98
12826,2014-10-29 14:46:41,80
12848,2014-10-29 15:38:22,105
12870,2014-10-29 19:28:43,
12874,2014-10-29 19:33:57,103
12893,2014-10-29 20:21:22,99
12916,2014-10-29 21:17:53,112
12938,2014-10-29 22:19:17,107
12960,2014-10-29 23:19:21,102
12980,2014-10-30 00:58:44,611
13001,2014-10-30 01:48:33,38
13059,2014-10-30 09:12:13,63
13080,2014-10-30 09:12:13,63
13103,2014-10-30 10:17:01,123
13126,2014-10-30 11:12:19,106
13143,2014-10-30 12:25:30,125
13163,2014-10-30 13:26:17,121
13181,2014-10-30 14:19:26,119
13199,2014-10-30 15:37:16,94
13217,2014-10-30 16:27:20,156
13235,2014-10-30 17:25:19,163
13253,2014-10-30 18:22:03,189
13273,2014-10-30 19:25:52,139
13292,2014-10-30 20:17:42,143
13313,2014-10-30 21:19:39,120
13336,2014-10-30 22:19:39,109
13359,2014-10-30 23:22:30,90
13381,2014-10-31 00:18:35,48
13400,2014-10-31 01:16:01,21
13439,2014-10-31 09:33:28,76
13458,2014-10-31 10:16:12,141
13476,2014-10-31 11:13:58,137
13496,2014-10-31 12:07:29,101
13515,2014-10-31 13:02:47,88
13535,2014-10-31 14:24:01,50
13556,2014-10-31 15:33:55,30
13576,2014-10-31 16:23:58,75
13596,2014-10-31 17:32:22,55
13616,2014-10-31 18:41:23,37
13633,2014-10-31 19:36:36,18
13651,2014-10-31 20:31:30,10
13668,2014-10-31 21:32:58,11
13685,2014-11-01 07:37:46,0
13697,2014-11-01 08:23:57,1
13708,2014-11-01 09:21:26,4
13720,2014-11-01 09:21:27,4
13732,2014-11-01 10:17:28,11
13746,2014-11-01 11:11:39,24
13761,2014-11-01 13:33:41,36
13780,2014-11-01 14:36:34,48
13798,2014-11-01 15:38:31,36
13816,2014-11-01 17:05:53,30
13833,2014-11-01 18:01:29,30
13851,2014-11-01 19:03:28,52
13872,2014-11-01 20:07:47,30
13890,2014-11-01 21:01:20,24
13961,2014-11-02 13:26:59,90
13982,2014-11-02 14:32:33,147
14007,2014-11-02 15:36:35,154
14033,2014-11-02 16:23:52,141
14056,2014-11-02 17:21:58,
14078,2014-11-02 17:25:25,129
14101,2014-11-02 18:25:14,126
14125,2014-11-02 19:21:08,116
14150,2014-11-02 20:23:51,130
14174,2014-11-02 21:54:34,127
14191,2014-11-02 21:54:34,127
14208,2014-11-02 22:47:20,115
14232,2014-11-02 23:45:57,103
14256,2014-11-03 00:52:34,58
14298,2014-11-03 07:42:12,7
14310,2014-11-03 08:36:36,29
14326,2014-11-03 09:32:42,143
14346,2014-11-03 10:41:34,201
14366,2014-11-03 11:30:44,152
14382,2014-11-03 11:30:50,152
14400,2014-11-03 12:41:05,142
14417,2014-11-03 13:36:58,148
14435,2014-11-03 14:45:14,151
14454,2014-11-03 15:44:19,139
14474,2014-11-03 22:11:28,100
14496,2014-11-03 23:20:40,80
14518,2014-11-04 00:38:13,50
14539,2014-11-04 01:19:30,45
14582,2014-11-04 08:08:13,26
14592,2014-11-04 09:34:27,70
14608,2014-11-04 10:28:33,162
14627,2014-11-04 11:25:59,142
14647,2014-11-04 12:20:51,115
14670,2014-11-04 13:17:00,106
14690,2014-11-04 14:18:43,115
14713,2014-11-04 15:21:15,110
14736,2014-11-04 17:12:32,95
14758,2014-11-04 18:32:07,118
14782,2014-11-04 19:22:32,133
14808,2014-11-04 20:20:01,186
14833,2014-11-04 21:20:02,188
14857,2014-11-04 22:33:50,141
14882,2014-11-04 23:44:47,128
14925,2014-11-05 10:23:47,150
14946,2014-11-05 11:24:59,127
14969,2014-11-05 12:27:35,105
14998,2014-11-05 13:23:38,85
15020,2014-11-05 14:17:23,123
15044,2014-11-05 15:27:12,132
15067,2014-11-05 17:25:20,96
15090,2014-11-05 19:58:02,115
15117,2014-11-05 20:54:15,130
15144,2014-11-05 22:10:33,158
15168,2014-11-05 23:06:20,132
15190,2014-11-06 00:06:55,112
15213,2014-11-06 01:01:47,70
15258,2014-11-06 09:03:45,57
15280,2014-11-06 10:52:12,153
15305,2014-11-06 11:21:00,143
15325,2014-11-06 12:22:19,147
15347,2014-11-06 13:26:52,131
15370,2014-11-06 14:19:25,144
15393,2014-11-06 14:19:36,144
15417,2014-11-06 15:28:48,157
15451,2014-11-06 16:24:16,146
15473,2014-11-06 17:17:28,178
15498,2014-11-06 18:29:23,189
15523,2014-11-06 19:30:22,96
15542,2014-11-06 20:49:39,50
15562,2014-11-06 21:32:40,77
15583,2014-11-06 22:27:59,105
15606,2014-11-06 23:24:54,84
15629,2014-11-07 00:28:48,51
15651,2014-11-07 01:22:54,29
15695,2014-11-07 08:21:57,25
15710,2014-11-07 10:02:40,95
15728,2014-11-07 10:49:34,134
15744,2014-11-07 11:26:33,99
15761,2014-11-07 12:33:40,97
15791,2014-11-07 17:18:16,80
15811,2014-11-07 20:01:36,35
15831,2014-11-07 21:26:05,17
15850,2014-11-08 07:54:40,0
15867,2014-11-08 08:38:12,8
15886,2014-11-08 09:43:23,28
15903,2014-11-08 10:55:24,18
15922,2014-11-08 12:51:12,38
15945,2014-11-08 13:52:29,32
15969,2014-11-08 15:16:58,29
15987,2014-11-08 16:25:41,39
16009,2014-11-08 17:25:32,59
16032,2014-11-08 18:17:37,62
16055,2014-11-08 19:23:35,57
16079,2014-11-08 20:22:35,62
16104,2014-11-08 21:21:08,33
16150,2014-11-09 12:35:19,53
16170,2014-11-09 13:33:37,91
16192,2014-11-09 14:31:01,115
16213,2014-11-09 15:43:12,155
16236,2014-11-09 16:46:16,155
16262,2014-11-09 17:48:11,133
16287,2014-11-09 18:53:45,153
16313,2014-11-09 19:50:48,132
16338,2014-11-09 21:06:47,138
16363,2014-11-09 22:06:19,100
16386,2014-11-09 23:05:46,197
16406,2014-11-10 00:33:01,72
16451,2014-11-10 07:50:20,17
16466,2014-11-10 08:35:45,54
16482,2014-11-10 09:32:41,83
16500,2014-11-10 10:25:31,107
16518,2014-11-10 11:58:55,161
16537,2014-11-10 12:40:50,166
16568,2014-11-10 13:38:18,162
16589,2014-11-10 14:47:22,160
16609,2014-11-10 15:32:26,148
16631,2014-11-10 16:26:06,132
16655,2014-11-10 21:56:39,120
16678,2014-11-10 23:17:20,90
16701,2014-11-11 00:13:55,65
16724,2014-11-11 01:24:54,50
16769,2014-11-11 08:22:47,34
16783,2014-11-11 09:14:26,54
16802,2014-11-11 10:07:20,134
16822,2014-11-11 11:15:19,148
16842,2014-11-11 12:22:22,115
16864,2014-11-11 13:17:23,132
16888,2014-11-11 15:14:16,110
16911,2014-11-11 16:22:44,100
16957,2014-11-11 18:44:21,93
16978,2014-11-11 19:32:48,134
16998,2014-11-11 20:36:03,142
17020,2014-11-11 21:32:41,154
17041,2014-11-11 22:44:59,138
17064,2014-11-11 23:47:48,87
17084,2014-11-12 01:34:28,28
17144,2014-11-12 08:50:49,67
17165,2014-11-12 09:50:25,126
17190,2014-11-12 10:31:30,171
17212,2014-11-12 11:40:02,169
17237,2014-11-12 12:43:04,121
17259,2014-11-12 13:28:44,130
17279,2014-11-12 14:13:18,134
17299,2014-11-12 15:04:17,130
17322,2014-11-12 19:39:12,125
17345,2014-11-12 21:04:44,103
17371,2014-11-12 22:14:49,153
17391,2014-11-12 23:04:14,126
17414,2014-11-13 00:01:44,91
17435,2014-11-13 01:01:44,56
17496,2014-11-13 08:19:53,29
17526,2014-11-13 11:53:47,125
17545,2014-11-13 13:21:18,136
17564,2014-11-13 14:25:08,95
17587,2014-11-13 16:19:57,96
17611,2014-11-13 17:16:43,213
17631,2014-11-13 18:23:40,226
17650,2014-11-13 19:24:57,209
17669,2014-11-13 20:19:59,124
17690,2014-11-13 21:31:05,98
17712,2014-11-13 22:24:25,87
17733,2014-11-13 23:17:31,86
